"tarjim","pilih"
"diagnosis","diagnosis"
"diagnosis","diagnosis ; menganalisis"
"diagnosis","diagnosis"
"diagnosis","diagnosis ; menganalisis"
"possession","kepunyaan"
"possession","milik"
"possession","pemilik"
"forgive","ampun"
"forgive","ampuni"
"forgive","ampunilah"
"forgive","ampunkan"
"forgive","ampunkanlah"
"forgive","maaf"
"forgive","maafkanlah"
"warm","anget"
"warm","hangat"
"warm","i) panas , hangat ; memanaskan (ii) mesra ."
"warm","memanaskan"
"warm","menghangatkan"
"warm","mesra"
"warm","panas"
"warm","peramah"
"consistently","konsistennya"
"basement","asas"
"basement","paras bawah bangunan"
"basement","ruang bawah tanah"
"basement","tingkat bawah tanah"
"project","melemparkan"
"project","memprojek"
"project","mengunjurkan"
"project","menunjukkan"
"project","merancang"
"project","pelan"
"project","projek"
"project","projek ; unjur"
"project","projek ; unjur ; luncur / lontar"
"drift","apung"
"drift","apung ; babas ; hanyut ; umbang"
"drift","apungan"
"drift","berhanyut-hanyut"
"drift","hanyut"
"drain","longkang"
"drain","longkang , parit , tali air ."
"drain","longkang ; parit"
"drain","mengalir"
"drain","mengalirkan"
"drain","menyalirkan"
"last","akhir"
"last","akhir ; penghabisan ; terkemudian"
"last","berakhir"
"last","corot"
"last","i) terakhir , yang penghabisan (ii) tahan , terus berlaku , berlanjutan ."
"last","mengakhiri"
"last","penamat"
"prosecution","pendakwaan"
"maximum","maksimum"
"maximum","paling besar"
"maximum","paling tinggi"
"announcement","pemberitahuan ; penghebahan ; pengumuman ; pernyataan"
"announcement","penghebahan"
"announcement","pengumuman"
"announcement","pengumuman , penuturan , berita , pemberitahuan ."
"announcement","perisytiharan"
"warrior","kesatria ; pahlawan ; panglima ; pendekar ; perwira"
"warrior","pahlawan"
"warrior","pahlawan , pejuang , perajurit , perwira , panglima ."
"warrior","pejuang"
"warrior","perajurit"
"warrior","perwira"
"warrior","wira"
"prediction","ramalan"
"prediction","ramalan ; telahan ; tenungan ; tilikan"
"bacteria","bakteria"
"bacteria","kuman bakteria"
"questionnaire","daftar pertanyaan"
"questionnaire","pertanyaan , senarai soalan ."
"questionnaire","soal selidik"
"mud","hole"
"mud","lumpur"
"mud","lumpur ; selut"
"mud","selut"
"infrastructure","infra struktur"
"infrastructure","infrastruktur"
"infrastructure","prasarana"
"hurry","bergegas"
"hurry","bergegas-gegas"
"hurry","bergesa"
"hurry","berlekas"
"hurry","bersegera"
"privilege","keistimewaan"
"privilege","kelebihan"
"privilege","keutamaan"
"temple","berhala"
"temple","candi"
"temple","klenteng"
"temple","kuil"
"temple","pelipis"
"temple","pura"
"temple","tokong"
"medium","bahantara"
"medium","bomoh"
"medium","media"
"medium","medium"
"medium","medium / bahantara ; sederhana"
"medium","perantaraan"
"outdoor","luar"
"outdoor","medan"
"outdoor","pakaian di luar"
"suck","hirup"
"suck","hirup ; hisap ; nyunyut"
"suck","isap"
"suck","isap , mengisap ."
"suck","menghirup ; menghisap"
"suck","mengisap"
"suck","nyunyut"
"leap","dompak , colot , doncang , melompat , lompatan ."
"leap","lompat , melompat ."
"leap","lompat ; terpa"
"leap","lompatan"
"leap","loncatan"
"leap","melompat"
"leap","melompati"
"leap","meloncat"
"random","rambang"
"random","rawak"
"random","sembarang"
"random","tidak bertujuan , membabi buta , rawak ."
"past","dahulu"
"past","lain , lewat , sudah , masa yang lain ."
"past","lampau"
"past","lepas"
"past","lepas ; masa lalu ; masa silam ; sudah-sudah"
"past","masa dahulu"
"past","masa lalu"
"past","masa lampau"
"past","masa silam"
"wrist","pengelangan"
"wrist","pergelangan tangan"
"curtain","gorden"
"curtain","langsir"
"curtain","langsir , tirai ."
"curtain","langsir ; tabir ; tirai"
"curtain","melindungi"
"curtain","menutupi"
"curtain","tabir"
"monitor","alat awas"
"monitor","mengawas"
"monitor","monitor"
"monitor","pengawas"
"monitor","pengawas / monitor"
"pond","kolam"
"pond","telaga"
"domain","bidang"
"domain","daerah"
"domain","daerah , kerajaan , tanah , bidang ."
"domain","domain"
"domain","ranah"
"domain","wewenang"
"domain","wilayah"
"guilt","dosa"
"guilt","jenayah"
"guilt","kesalahan"
"cattle","kerbau , lembu ."
"cattle","lembu"
"subject","benda"
"subject","hal"
"subject","judul"
"subject","masalah"
"subject","mata kuliah"
"subject","mata pelajaran"
"subject","mauduk"
"subject","menakluki"
"subject","menguasai"
"walking","berjalan"
"walking","berjalan kaki"
"minimum","keminimuman"
"minimum","minimal"
"minimum","minimum"
"fiscal","yang berkenaan dengan wang pemerintahan"
"skirt","meliliti"
"skirt","mengelilingi"
"skirt","rok"
"skirt","skirt"
"dump","abai"
"dump","gudang"
"dump","lambak ; lambakan"
"dump","longgok ; buangan"
"dump","membuang"
"dump","mengabaikan"
"dump","menghempuk"
"dump","sampah"
"dump","sarap"
"hence","demikian"
"hence","demikian ; justeru ; maka"
"hence","hatta"
"hence","karenaitu"
"hence","karenanya"
"hence","maka"
"hence","oleh sebab itu"
"hence","sebab itu"
"database","pangkalan data"
"uncomfortable","gelisahlah"
"uncomfortable","rasa gelisah , tidak senang ."
"aim","bertujuan"
"aim","bidikan"
"aim","maksud"
"aim","matlamat"
"aim","matlamat ; tujuan"
"aim","membidik"
"execute","bunuh"
"execute","laksana"
"execute","laksanakan ; jalankan"
"execute","melaksanakan"
"execute","membunuh"
"limb","anggota"
"limb","cabang"
"limb","dahan"
"limb","kaki"
"limb","kakitangan"
"limb","lengan"
"limb","tangan"
"limb","tulang empat kerat"
"ideology","idealogi"
"ideology","ideologi"
"average","awar"
"average","biasa"
"average","hitung panjang"
"average","hitung panjang , pukul rata , purata ."
"average","mempuratakan"
"average","menyederhanakan"
"average","pertengahan"
"average","purata"
"average","purata ; sedang ; sederhana"
"welcome","dialu-alukan"
"welcome","dialukan"
"welcome","disambut"
"welcome","elu-elukan"
"welcome","elu-elukanlah"
"welcome","mempersilakan"
"welcome","mengalu-alu"
"welcome","mengalu-alukan"
"tune","lagu"
"tune","melagukan"
"tune","melodi"
"tune","menala enjin"
"tune","menalakan (radio)"
"tune","ragam"
"tune","ragam ; tala"
"harm","cedera"
"harm","kecederaan"
"harm","kejahatan"
"railroad","landasan kereta api"
"railroad","landasan keretapi"
"endure","berjalan lama"
"endure","berlangsung terus"
"endure","bertahan"
"endure","derita , menderita ."
"endure","memikul"
"endure","menahan"
"endure","menanggung"
"endure","tahan"
"endure","tahan ; tampung"
"endure","tanggung"
"radiation","bahang"
"radiation","bestral , pemancaran ."
"radiation","pancarafi"
"radiation","penyebaran"
"radiation","penyinaran"
"radiation","radiasi"
"radiation","sinaran"
"radiation","sorotan"
"horn","corong"
"horn","gunung tanduk"
"horn","hon"
"horn","hon ; tanduk"
"horn","klakson"
"horn","menanduk"
"horn","sumbu"
"horn","tanduk"
"chronic","kronik"
"chronic","parah"
"chronic","tenat"
"chronic","teruk"
"peaceful","aman"
"peaceful","aman ; sejahtera ; sentosa ; tenteram"
"peaceful","damai"
"peaceful","damai , aman sejahtera ."
"innovation","inovasi"
"innovation","pembaharuan"
"innovation","pengenalan"
"innovation","pengubahan"
"innovation","reka baru"
"strain","i) ketegangan , ketegasan (ii) gaya bercakap dan mengarang ."
"strain","jenis"
"strain","ketegangan"
"strain","keterikan"
"strain","keturunan"
"strain","menapis"
"strain","menyaring"
"strain","meregang"
"guitar","gitar"
"replacement","ganti"
"replacement","ganti , pengantian , penggantian ."
"replacement","gantian"
"replacement","gantinya"
"replacement","pengganti"
"replacement","pengganti ; tukaran"
"replacement","penggantian"
"replacement","penggantian ; pengembalian"
"behave","berkelakuan"
"behave","berkelakuan , melakukan diri ."
"behave","berkelakuan baik"
"behave","bersopan santun"
"administer","memangku , mengurus , mengadministrasikan , mengawasi ."
"administer","memberi"
"administer","mengurus"
"administer","mentadbir"
"simultaneously","gus"
"simultaneously","gus ; sambil ; sekaligus ; seraya ; serentak"
"simultaneously","sambik"
"simultaneously","sekaligus"
"dancer","penari"
"amendment","amendemen , usul perbaikan ."
"amendment","pindaan"
"guard","awas"
"guard","berjaga"
"guard","berjaga ; mengawal ; mengawali"
"guard","berkawal"
"pad","i) alas , lapisan , bantal , lapik (ii) kertas tulisan berkeping-keping ."
"pad","lapik"
"pad","lapisan"
"pad","melapik"
"pad","membubuh lapik"
"pad","pad"
"pad","ped"
"pad","tambahan"
"transmission","kotak gear"
"transmission","pancaran"
"transmission","pemancaran"
"transmission","penghantaran"
"transmission","penularan"
"transmission","penurunan"
"transmission","penyiaran"
"transmission","siaran"
"transmission","transmisi"
"await","harapkan , mengharapkan , menunggu , tunggu ."
"await","menantikan"
"await","menunggu"
"await","menunggu , menanti ."
"await","nantikan"
"retired","dipencenkan"
"retired","pencen"
"retired","pensiunan"
"retired","sudah pensiun"
"trigger","memetik"
"trigger","mencetuskan"
"trigger","pelatuk"
"trigger","pemetik"
"trigger","pencetus"
"trigger","picu"
"trigger","picu / pemicu"
"trigger","sebab"
"spill","jatuh"
"spill","limpah"
"spill","limpahan"
"spill","melaju"
"spill","menjatuhkan"
"spill","menumpahkan"
"spill","tumpah"
"grateful","berbesar hati"
"grateful","bersyukur"
"grateful","berterima kasih"
"grateful","berterima-kasih"
"grateful","syukur"
"grace","anggun"
"grace","anggun , nikmat , rahmat ."
"grace","anugerah"
"grace","budi"
"grace","kasih karunia"
"grace","kecantikan"
"grace","kesyakuran"
"grace","kurnia"
"grace","menghiasi"
"virtual","maya"
"virtual","mutlak"
"virtual","sebenarnya"
"virtual","sebenarnya mutlak , sebetulnya ; maya ."
"response","aturgerak"
"response","balasan"
"response","balasan ; sambutan ; tanggapan"
"response","gerak balas"
"response","jawapan"
"response","respon"
"response","respons"
"response","sambutan"
"colony","jajahan"
"colony","jajahan ; rantau ; tanah jajahan"
"colony","koloni"
"colony","tanah jajahan"
"adoption","pengangkatan , pemungutan ."
"slide","bergelongsor"
"slide","filem sisipan"
"slide","gelangsar"
"slide","gelangsar / slaid"
"slide","gelangsar ; gelongsor"
"indigenous","asal tempatan"
"indigenous","asli"
"indigenous","bumiputera"
"indigenous","penduduk asli"
"indigenous","peribumi"
"closed","berkatup"
"closed","bertutup"
"closed","ditutup"
"closed","ditutupkan"
"closed","sudah selesai"
"convict","banduan"
"convict","sabit"
"civilian","orang awam"
"civilian","orang awam , pakaian 'preman' ."
"civilian","preman"
"civilian","sipil"
"civilian","sivilian"
"towel","anduk"
"towel","handuk"
"towel","mengelap"
"towel","menyapu"
"towel","tuala"
"modify","mengubahsuai"
"modify","mengubahsuaikan"
"particle","butir"
"particle","partikel"
"particle","sesuatu yang sangat kecil atau sedikit , butir , biji , zarah ."
"particle","zarah"
"award","anugerah"
"award","anugerah , hadiah ."
"award","anugerah ; kurnia"
"award","hadiah"
"award","kurnia"
"award","menganugerahi"
"award","menghadiahi"
"award","mengurniai ; mengurniakan"
"glance","intip"
"glance","intip ; jengah ; sekali imbas"
"glance","jelingan"
"glance","kerling"
"glance","kerlingan"
"glance","melihat sepintas lalu , sekejap ."
"glance","mengerling"
"glance","menjeling"
"glance","menjengah"
"prize","ganjaran"
"prize","hadiah"
"prize","kapal rampasan"
"prize","menghargai"
"prize","menghormati"
"prize","menilai"
"prize","muatan rampasan"
"prize","terbaik"
"landing","daratan , pendaratan ."
"landing","mendarat"
"landing","pendaratan"
"conduct","adab"
"conduct","bimbing"
"conduct","jalankan"
"conduct","kelakuan"
"conduct","kelolakan"
"conduct","kendali"
"conduct","kendali ; lagak"
"conduct","membimbing"
"conduct","memimpin"
"blue","biru"
"blue","kesedihan"
"blue","membirukan"
"blue","sedih"
"boost","julang"
"boost","melonjakkan"
"boost","menjulang"
"boost","pelonjakan"
"bat","bata kerat ; ekor rivet"
"bat","cecadu"
"bat","i) kelawar (ii) alat pemukul ; memukul"
"bat","kelawar"
"bat","kelelawar"
"bat","kelip"
"bat","keluang"
"bat","mengelip"
"alarm","gera"
"alarm","gera ; semboyan"
"alarm","kecemasan"
"alarm","kecemasan , tanda bahaya , perasaan cemas ."
"alarm","kejutan"
"alarm","mencemaskan"
"alarm","mengalamatkan"
"alarm","mengejutkan"
"festival","festival"
"festival","keraian"
"festival","keraian ; pesta"
"festival","perayaan"
"festival","perayaan , pesta ."
"festival","pesta"
"festival","pesta ria"
"grip","bekam"
"grip","bekam ; cengkaman"
"grip","cekak"
"grip","cekakan"
"grip","cekau"
"weird","aneh"
"weird","ganjil"
"weird","pelik"
"undermine","menghakis"
"undermine","mengorek"
"undermine","meruntuhkan"
"sweat","berkeringat"
"sweat","berkeringat , keringat ."
"sweat","berpeluh"
"sweat","keringat"
"sweat","keringat ; peluh"
"sweat","mengewapkan"
"sweat","menumis empuk"
"sweat","peluh"
"outer","lahir"
"outer","luar"
"drunk","mabuk"
"drunk","pemabuk"
"survey","kajian"
"survey","memeriksa"
"survey","memperhati"
"survey","memperhatikan"
"survey","mengkaji"
"survey","mengukur"
"research","kaji"
"research","kajian"
"research","mengkaji"
"research","menyelidik"
"research","penelitian"
"separation","pemisahan"
"separation","perceraian"
"separation","perpisahan , perceraian , pemisahan ."
"stuff","bersumbat"
"stuff","mengasak"
"stuff","mengisi"
"stuff","menyumbat"
"govern","kawal"
"govern","memerintah"
"govern","mengawal"
"govern","mentadbir"
"govern","perintah"
"govern","tadhir"
"southeast","bagian tenggara"
"southeast","tenggara"
"intelligent","berakal"
"intelligent","berakal ; bestari ; cerdas ; cerdik ; pandai ; panjang akal"
"intelligent","cerdas"
"intelligent","cerdik"
"intelligent","pandai"
"intelligent","pintar"
"intelligent","pinter"
"wherever","bila mana sahaja"
"wherever","dimana saja"
"wherever","dimana-mana sahaja"
"wherever","kemanapun"
"wherever","mana-mana"
"ballot","kertas undi"
"ballot","kertas undian"
"ballot","mengundi"
"ballot","undi"
"ballot","undi ; undian"
"ballot","undian"
"rhetoric","kata-kata indah"
"rhetoric","retorik"
"driving","hentak ; pacu"
"driving","pemanduan"
"vitamin","vitamin"
"vitamin","yang penting untuk tubuh yang terdapat dalam bahan makanan , zat makanan , vitamin ."
"vitamin","vitamin"
"vitamin","yang penting untuk tubuh yang terdapat dalam bahan makanan , zat makanan , vitamin ."
"enthusiasm","antusiasme"
"enthusiasm","kegemaran"
"enthusiasm","keghairahan"
"enthusiasm","minat"
"enthusiasm","minat ; semangat"
"enthusiasm","minat besar , bersemangat , kegembiraan ."
"enthusiasm","semangat"
"accommodate","- menampung , menyesuaikan , memuatkan ."
"accommodate","memuat"
"accommodate","menampung"
"accommodate","menampung , memberi penginapan ."
"accommodate","menyesuaikan"
"praise","cumbu"
"praise","dipuji"
"praise","memuji"
"praise","memujikan"
"praise","memujilah"
"praise","mendewakan"
"praise","menyanjung"
"injure","cedera"
"injure","cederakan"
"injure","melukai"
"injure","memulakan"
"injure","mencacati"
"injure","mencacatkan"
"injure","mencedera"
"injure","mencederai"
"injure","mencederakan"
"wilderness","belantara"
"wilderness","hutan"
"wilderness","hutan belantara"
"wilderness","padang belantara"
"wilderness","rimba"
"nearby","berdekatan"
"nearby","dekat"
"nearby","hampir"
"nearby","tidak jauh"
"mandate","amanah"
"mandate","mandat"
"mandate","perintah dan pihak berkuasa , mandat ; meletakkan (sesuatu negeri) di bawah perintah pihak berkuasa ."
"mandate","tauliah"
"pause","berhenti sejenak"
"pause","berhenti sejenak , berjeda ; penghentian sebentar ."
"pause","berhenti sekejap"
"pause","berhenti seketika"
"pause","berjeda"
"pause","diam"
"pause","hentian"
"pause","jeda"
"excuse","alasan"
"excuse","alasan ; helah"
"excuse","ampun"
"excuse","berampun"
"excuse","dalih"
"respectively","masing-masing"
"uncertainty","keadaan yang tidak dapat dipastikan , keraguan , ketidakpastian ."
"uncertainty","ketakpastian"
"uncertainty","ketidakpastian"
"uncertainty","ketidaktentuan"
"chaos","haru"
"chaos","haru-biru ; honar ; huru-hara ; kelam-kabut"
"chaos","hura-hara"
"chaos","kacau-bilau"
"chaos","kalibut"
"chaos","kekacauan"
"chaos","kekacauan , kekelang-kabutan ."
"chaos","kelam-kabut"
"chaos","kucar-kacir"
"short","cut"
"short","katik"
"short","katik ; pendek ; singkat"
"short","kekurangan"
"short","legged horse for riding"
"mechanical","bermekanik ; mekanik ; mekanis"
"mechanical","mekanik"
"mechanical","mekanikal"
"canvas","kain iayar"
"canvas","kain kanvas"
"canvas","kanvas"
"canvas","tarpal"
"forty","empat puluh"
"matter","bahan"
"matter","bahan ; hal ; perkara ; urusan"
"matter","barang"
"matter","benda"
"matter","berkepentingan"
"matter","hal"
"matter","i) perkara (ii) jirim"
"matter","jirim"
"lobby","kumpulan pelobi"
"lobby","lobi"
"lobby","melobi"
"lobby","ruang legar"
"lobby","terlobi"
"profound","amat"
"profound","mendalam"
"profound","sangat"
"format","bentuk"
"format","bentukan"
"format","format"
"format","format , tata rupa ; bentuk ; susun atur ."
"trait","ciri"
"trait","khasiat , perangai , sifat , ciri ."
"trait","perangai"
"trait","sifat"
"trait","trait"
"currency","disebut-sebut"
"currency","laku"
"currency","mata uang"
"currency","mata wang"
"currency","mata wang ; wang"
"currency","matawang"
"turkey","ayam belanda"
"turkey","ayam piru"
"turkey","ayam turki"
"reserve","cadangan"
"reserve","menangguhkan"
"reserve","menempah"
"reserve","menyediakan"
"reserve","menyimpan"
"reserve","rizab"
"reserve","simpanan"
"reserve","tanah"
"beam","alang"
"beam","alur"
"beam","alur ; rasuk"
"beam","gelegar"
"beam","i) balak , bendul (ii) sinar , alur ."
"beam","lebar"
"beam","rasuk"
"beam","sinar"
"abuse","aniaya"
"astronomer","ahli ilmu falak"
"corruption","korupsi"
"contractor","kontraktor"
"contractor","pemborong , pengusaha ."
"contractor","pemborong / kontraktor"
"contractor","penata"
"apologize","meminta maaf"
"apologize","minta maaf"
"apologize","minta maaf , minta ampun ."
"apologize","mohon maaf"
"doctrine","ajaran"
"doctrine","doktrin"
"doctrine","fahaman"
"doctrine","pegangan"
"genuine","asli"
"genuine","benar"
"genuine","benar ; jati ; murni ; sah ; tulen"
"genuine","jati"
"genuine","sebenar"
"genuine","tulen"
"thumb","ibu jari"
"thumb","ibu jari tangan"
"thumb","jempol"
"thumb","menekan"
"thumb","menyelak-nyelak"
"thumb","poleks"
"unity","keharmonian"
"unity","kesatuan"
"unity","kesesuaian"
"unity","perpaduan"
"unity","persatuan"
"compromise","berkompromi"
"compromise","bertolak ansur"
"compromise","kompromi"
"compromise","tolak ansur"
"horrible","buruk"
"horrible","dahsyat"
"horrible","jelik"
"horrible","keterlaluan"
"horrible","mengerikan"
"horrible","ngeri"
"exclusive","eksklusif"
"exclusive","khas"
"exclusive","khusus"
"convey","angkut"
"convey","membawa"
"convey","menyampaikan"
"complexity","kerumitan"
"fork","cabang"
"fork","cakar"
"fork","canggah"
"fork","canggah ; garpu"
"fork","garpu"
"fork","garpu ; cabang"
"fork","menggembur"
"fork","penyantuman"
"fork","sepit udang"
"disk","cakera"
"relieve","melapangkan"
"relieve","melegakan"
"relieve","melepaskan"
"suspicion","kecurigaan"
"suspicion","kecurigaan ; prasangka ; syak ; waham ; wasangka"
"suspicion","kesangsian"
"suspicion","syak"
"suspicion","waham"
"lock","berkurung"
"lock","danau"
"lock","dikunci"
"lock","gumpalan rambut"
"lock","ibu kunci"
"lock","kunci"
"lock","kuncilah"
"lock","mangga"
"lock","mengunci"
"finish","akhir"
"finish","habis"
"finish","menamatkan"
"finish","menghabiskan"
"finish","menyelesaikan"
"shame","aib"
"shame","keaiban"
"shame","malu"
"shame","memalukan"
"shame","memalukan ; perasaan malu"
"shame","mengaibkan"
"meaningful","berarti"
"meaningful","bicara , berbicara , penuh erti , bermakna ."
"sidewalk","jalan pinggir"
"sidewalk","jalan tepi , kaki lima ."
"sidewalk","kakilima"
"sidewalk","trotoar"
"signature","tanda kenalan"
"signature","tanda tangan"
"signature","tanda-tangan"
"signature","tandatangan"
"pleasant","bagus"
"pleasant","bagus ; seronok ; syok"
"pleasant","enak"
"pleasant","menggembirakan"
"pleasant","menyenangkan"
"pleasant","nyaman"
"pleasant","seronok"
"wow","oiiiii"
"wow","wah"
"wow","wau"
"wow","wow"
"wow","wow"
"suspend","berdebar-debar"
"suspend","gantung ; ampai"
"suspend","melayang-layang"
"suspend","menangguhkan"
"suspend","menggantung"
"suspend","menunda"
"suspend","menyangkut"
"suspend","terapung-apung"
"rebel","berontak"
"rebel","melawan"
"rebel","memberontak"
"rebel","memberontaklah"
"rebel","menentang"
"rebel","pemberontak"
"rebel","pemberontakan"
"frozen","beku"
"desire","berahi"
"desire","beringinkan"
"desire","gemar"
"spouse","isteri"
"spouse","pasangan"
"spouse","suami"
"spouse","teman hidup"
"fluid","bendalir"
"fluid","cair"
"fluid","cecair"
"pension","bersara"
"pension","pencen"
"pension","sara"
"resume","butir peribadi"
"resume","intisari"
"resume","memulakan semula"
"resume","mengambil semula"
"resume","menyambung"
"resume","ringkasan"
"theoretical","teori"
"theoretical","teoritis ; berdasarkan teori"
"sodium","sodium"
"sodium","sodium"
"blow","bencana"
"blow","boros"
"blow","embus , mengembus ."
"blow","hembus"
"blow","letup"
"blow","lihat"
"promotion","promosi"
"delicate","cantik"
"delicate","halus"
"delicate","halus , lembut , rumit , runcing ."
"delicate","lembut"
"delicate","seni"
"forehead","dahi"
"bounce","ambul"
"bounce","ambul ; bingkas"
"bounce","lantun ; membingkas"
"bounce","lantunan"
"bounce","melambung"
"electrical","berkenaan dengan elektrik"
"electrical","listrik"
"hook","beting taji"
"hook","cangkokkan"
"hook","cangkuk"
"hook","cangkuk ; gait ; gaitan ; penggait"
"hook","cangkukkan"
"detective","detektif"
"detective","mata-mata gelap"
"click","berklik"
"click","klik"
"click","mengklikkan"
"compensation","ganti rugi , penggantian , tebusan ."
"compensation","gantirugi"
"compensation","gantirugi ; pampas ; pampasan"
"compensation","pampas"
"compensation","pampasan"
"compensation","pemampasan"
"signal","alamat"
"signal","berguna"
"signal","besar"
"signal","isyarat"
"signal","memberi isyarat"
"signal","menandakan"
"signal","mengisyaratkan"
"signal","semboyan"
"signal","tanda"
"exit","jalan keluar"
"exit","jalan keluar / keluar"
"exit","keluar"
"exit","keluar ; jalan keluar"
"exit","peninggalan"
"exit","pintu keluar"
"attraction","atraksi , penghibur , tarikan ."
"attraction","pemikatan"
"attraction","penarikan"
"attraction","pengaruh bunyi"
"attraction","tarikan"
"attraction","tarikan ; penarikan"
"dedicate","berbakti"
"dedicate","ditujukan , mempersembahkan , memujakan ."
"dedicate","membaktikan"
"dedicate","mempersembahkan"
"dedicate","mendedikasi"
"dedicate","menujukan"
"altogether","belaka"
"altogether","semua"
"altogether","semua sekali , belaka ."
"pickup","pikap"
"carve","kelar"
"carve","larik ; mengukir ; mengukirkan"
"carve","memahat"
"carve","memahatkan"
"carve","memotong , memahat , mengerat ."
"needle","jarum"
"needle","mencucuk"
"needle","menyuntik"
"belly","perut"
"ship","bahtera"
"ship","kapal"
"ship","memuatkan kapal"
"ship","menaiki kapal"
"scare","cemas"
"scare","gera"
"scare","kecemasan"
"scare","ketakutan"
"scare","ketakutan ; menakutkan"
"scare","menakutkan"
"scare","mencemaskan"
"scare","menggera"
"portfolio","jawatan"
"portfolio","portfolio"
"portfolio","portfolio"
"shuttle","bergilir-gilir"
"shuttle","berulang-alik"
"shuttle","pergi balik"
"shuttle","ulang-alik"
"invisible","halimun"
"invisible","halimunan"
"invisible","tidak dapat dilihat"
"invisible","tidak terlihat"
"timing","masa"
"timing","pemilihan waktu"
"timing","pengaturan masa"
"timing","pengaturan tempo"
"timing","penjadualan"
"engagement","kesibukan"
"engagement","perjanjian"
"engagement","perpinangan"
"engagement","pertunangan"
"engagement","pertunangan , perjanjian ."
"ankle","pergelangan kaki"
"transaction","perjanjian perdagangan"
"transaction","transaksi"
"rescue","lindungi"
"rescue","penyelamatan"
"counterpart","rakan sejawatan"
"counterpart","setara"
"counterpart","teman , tara , sejawat , pasangan , rakan , tandingan ."
"historically","menurut sejarah"
"mild","halus"
"mild","lembut"
"mild","sederhana"
"mild","sepoi"
"mild","sepoi-sepoi"
"doll","anak"
"doll","anak-anak"
"doll","anak-anakan ; boneka ; patung"
"doll","berhias"
"doll","bersiap"
"doll","boneka"
"doll","menghiasi"
"doll","patung"
"noon","remang tengah hari"
"noon","siang"
"noon","tengah hari"
"noon","zuhur"
"exhibit","ekshibit"
"exhibit","memamerkan , pamerkan ."
"exhibit","mempamerkan"
"exhibit","memperlihatkan"
"exhibit","menunjukkan"
"exhibit","pamer"
"exhibit","pameran"
"exhibit","tunjuk"
"amid","di antara , di tengah ."
"amid","di tengah-tengah"
"amid","semasa"
"identical","identikal"
"identical","sama"
"identical","sama , serupa , tepat ."
"identical","secaman"
"identical","secaman ; seiras"
"identical","secocok"
"identical","seiras"
"identical","serba sama"
"identical","serupa"
"precise","jitu"
"precise","persis"
"precise","piawai"
"precise","piawai ; tegas ; tepat"
"precise","tepat"
"anxious","bimbang"
"anxious","bimbang ; gelisah ; rawan"
"anxious","cemas"
"anxious","cemas , gentar , bimbang , khuatir ."
"anxious","sangat ingin"
"residential","kawasan kediaman"
"residential","perumahan"
"loud","dengan jelas"
"loud","dengan kuat"
"loud","dengan lantang"
"loud","dengan nyaring"
"loud","keras"
"loud","keras ; lantang"
"loud","kuat"
"loud","lantang"
"loud","nyaring"
"diagnose","diagnos"
"diagnose","mendiagnos"
"diagnose","menentukan"
"diagnose","mengenai penyakit"
"diagnose","menyiasat"
"carbohydrate","hidrat arang"
"carbohydrate","kabohidrat"
"carbohydrate","karbohidrat"
"liberty","kebebasan"
"liberty","kemerdekaan"
"poster","bill"
"poster","pelekat"
"poster","pin-up"
"poster","placard"
"poster","poster"
"theology","teologi"
"crawl","jalar"
"crawl","jalaran"
"crawl","menjalar ; rangkak ; rayap"
"crawl","merangkak"
"crawl","merangkak , menjalar ."
"crawl","merayap"
"crawl","merjalar"
"oxygen","oksigen"
"handsome","cantik , indah ."
"handsome","gagah"
"handsome","ganteng"
"handsome","gaya , gagah , kacak , lawa , segak , rupawan ."
"handsome","hansom"
"handsome","kacak"
"magic","bersakti"
"magic","ilmu mengawal kejadian dengan menggunakan kuasa sakti , ilmu sihir , guna-guna , silap mata ."
"magic","magik"
"magic","mengagumkan"
"magic","sakti"
"magic","sihir"
"sum","hasil tambah"
"sum","jumlah"
"sum","masalah"
"sum","matematik"
"sum","menimuskan"
"sum","menjumlahkan"
"provided","asal"
"provided","asalkan"
"provided","dibekalkan"
"provided","jikalau"
"provided","kalau"
"provided","seandainya"
"provided","sekiranya"
"businessman","pengusaha , saudagar ."
"promising","berharapan"
"promising","cerah"
"promising","harapan"
"conscious","perasan"
"conscious","sadar"
"conscious","sedar"
"determination","azam"
"determination","azam ; jabhati ; keazaman ; kegigihan ; tekad"
"determination","jabhati"
"determination","kecekalan"
"determination","penentuan , kebulatan , ketetapan hati ."
"donor","penderma"
"hers","dia sendiri"
"hers","kepunyaannya"
"hers","sendiri"
"pastor","paderi"
"pastor","pastor"
"pastor","pendeta , penasihat , paderi ."
"jazz","angkuh"
"jazz","congkak"
"jazz","jaz"
"jazz","memainkan lagu jaz"
"jazz","muzik jaz"
"jazz","pongah"
"opera","bangsawan"
"opera","drama yang bermuzik , bangsawan , sandiwara , opera ."
"opera","opera"
"Japanese","Jepun"
"Japanese","orang Jepun"
"bite","digigit"
"bite","gigit"
"bite","gigitan"
"bite","menggetap"
"bite","menggigit"
"frame","aniayai"
"frame","bentuk"
"frame","bidang"
"frame","bingkai"
"frame","bingkai , rangka ; merangkakan ."
"frame","bingkai ; kerangka"
"frame","birai"
"frame","kerangka"
"evil","buruk"
"evil","dosa"
"evil","durjana"
"evil","durjana ; jahat"
"evil","jahat"
"evil","jahatlah"
"evil","keburukan"
"acquisition","kemahiran , penerimaan , tambahan buku , pendapatan ."
